,host_response_rate,host_listings_count,accommodates,latitude,longitude,guests_included,bathrooms,bedrooms,cleaning_fee,minimum_nights,maximum_nights,total_amenities_count,host_is_superhost,host_response_time,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,price
852,0,4,2,47.52172705,-122.3914653,1,1.0,1,0.0,2,1125,19,True,a few days or more,True,West Seattle,Bed and breakfast,Private room,Real Bed,False,flexible,73.51364583333333
853,100,3,3,47.66092779,-122.346443,1,1.0,1,89.0,2,1125,22,False,within an hour,False,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,moderate,118.59520833333337
854,100,1,3,47.65363318,-122.3266871,2,1.0,1,25.0,1,365,25,True,within an hour,False,Other neighborhoods,Townhouse,Private room,Real Bed,False,strict_14_with_grace_period,78.05781250000004
855,100,37,4,47.64042373,-122.35703329999998,1,1.0,1,55.0,1,7,20,True,within an hour,False,Queen Anne,Guest suite,Entire home/apt,Real Bed,True,moderate,97.39645833333337
856,100,2,1,47.642442100000004,-122.3022047,1,3.0,1,45.0,7,1125,13,False,within a few hours,True,Capitol Hill,House,Shared room,Real Bed,False,strict_14_with_grace_period,61.97333333333333
857,100,1,4,47.66922781,-122.3351737,2,1.0,1,40.0,2,30,19,False,within a few hours,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,moderate,102.53114583333335
858,99,9,5,47.62209948,-122.33308770000001,1,1.0,1,0.0,1,1125,23,False,within an hour,True,Cascade,Condominium,Entire home/apt,Real Bed,True,flexible,124.29531249999991
859,100,1,4,47.5502315,-122.2769156,4,1.0,2,60.0,2,1125,30,False,within an hour,False,Rainier Valley,Cottage,Entire home/apt,Real Bed,True,moderate,131.00229166666657
860,100,15,1,47.63028138,-122.3032145,1,3.5,1,0.0,1,30,18,False,within an hour,True,Capitol Hill,House,Shared room,Real Bed,True,strict_14_with_grace_period,25.13125
861,99,521,3,47.60909413,-122.3287222,2,1.0,0,89.0,2,1125,17,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,167.9661458333336
862,100,3,4,47.6391487,-122.3190675,4,1.0,2,80.0,1,1125,16,False,within an hour,False,Capitol Hill,House,Private room,Real Bed,True,moderate,114.95187499999994
863,100,2,3,47.68215121,-122.3939782,3,1.0,1,25.0,3,1125,31,True,within an hour,True,Ballard,Apartment,Entire home/apt,Real Bed,False,moderate,105.1411458333333
864,100,123,2,47.64626792,-122.3573614,1,1.0,1,20.0,1,21,17,False,within an hour,False,Queen Anne,House,Private room,Real Bed,True,strict_14_with_grace_period,69.05947916666665
865,100,123,2,47.623777600000004,-122.3627452,1,1.5,1,45.0,1,21,8,False,within an hour,False,Queen Anne,Apartment,Private room,Real Bed,True,strict_14_with_grace_period,64.53791666666665
866,100,1,2,47.55656566,-122.363248,1,1.0,1,35.0,2,90,34,True,within an hour,True,Delridge,Townhouse,Private room,Real Bed,False,moderate,55.05718749999997
867,100,40,2,47.6261763,-122.31762479999999,1,1.0,0,0.0,1,1125,25,False,within an hour,False,Capitol Hill,Aparthotel,Private room,Real Bed,True,moderate,59.00854166666666
868,90,1,2,47.61027136,-122.30186880000001,2,1.0,1,70.0,2,40,41,True,within a few hours,True,Central Area,Apartment,Entire home/apt,Real Bed,False,moderate,109.2489583333333
869,100,1,4,47.67706793,-122.34763159999999,2,1.0,2,40.0,2,28,42,False,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,118.75270833333325
870,100,1,2,47.66597002,-122.3686393,1,1.0,1,50.0,2,1125,20,True,within a day,True,Ballard,House,Private room,Real Bed,False,strict_14_with_grace_period,75.02864583333331
871,100,3,3,47.52351041,-122.3927528,1,1.0,1,40.0,3,1125,18,True,within a few hours,False,West Seattle,Apartment,Entire home/apt,Real Bed,False,moderate,104.41916666666657
872,100,12,3,47.57562061,-122.29795800000001,3,1.0,1,9.0,1,100,26,False,within an hour,False,Rainier Valley,House,Private room,Real Bed,True,flexible,32.58104166666666
873,50,1,6,47.58140956,-122.4006304,6,1.0,2,150.0,3,1125,43,False,within a day,False,West Seattle,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,223.64572916666654
874,100,2,3,47.62415597,-122.31683970000002,4,1.5,2,50.0,2,1125,30,True,within a day,True,Capitol Hill,House,Private room,Real Bed,True,flexible,106.10104166666665
875,100,100,3,47.60147586,-122.3357756,1,1.0,1,60.0,2,1125,29,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,194.3114583333333
876,100,1,4,47.68168256,-122.36431759999999,2,1.0,1,75.0,2,30,41,True,within an hour,False,Other neighborhoods,Guesthouse,Entire home/apt,Real Bed,False,moderate,107.10020833333337
877,100,1292,6,47.61121848,-122.34169440000001,6,2.0,2,99.0,1,365,20,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,1001.765
878,99,10,6,47.62425179,-122.3258175,6,3.5,4,150.0,3,14,25,True,within an hour,True,Capitol Hill,House,Entire home/apt,Real Bed,False,moderate,323.0964583333334
879,100,2,3,47.61791971,-122.3483081,2,1.0,0,69.0,1,1125,14,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,135.46343750000003
880,100,1,2,47.68394088,-122.3730455,1,1.0,1,0.0,3,1125,29,True,within a few hours,True,Ballard,Apartment,Entire home/apt,Real Bed,False,flexible,103.40041666666664
881,100,13,2,47.53636611,-122.35528959999999,1,1.0,1,25.0,1,60,20,False,within an hour,True,Delridge,Guesthouse,Entire home/apt,Real Bed,True,flexible,86.46197916666668
882,100,3,3,47.61564649,-122.34909180000001,1,1.0,1,5.0,2,14,21,True,within an hour,False,Downtown,Condominium,Shared room,Real Bed,True,moderate,103.41625000000005
883,100,3,4,47.57764365,-122.4062533,3,1.0,2,85.0,1,20,30,True,within an hour,True,West Seattle,Cottage,Entire home/apt,Real Bed,True,strict_14_with_grace_period,148.04645833333333
884,100,131,3,47.62171689,-122.34205390000001,2,1.0,1,75.0,2,1125,39,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,119.79958333333339
885,100,1,3,47.61443738,-122.3457817,2,1.0,0,50.0,1,4,17,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,138.24854166666668
886,95,1,10,47.60635644,-122.29543020000001,1,1.0,3,150.0,2,1125,49,True,within an hour,True,Central Area,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,282.32104166666653
887,99,152,2,47.61367624,-122.3500118,1,1.0,1,75.0,2,1125,21,False,within an hour,False,Downtown,Serviced apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,158.6090625
888,100,1,2,47.56817411,-122.3868429,1,1.0,1,0.0,3,35,23,True,within an hour,True,West Seattle,Townhouse,Private room,Real Bed,True,moderate,68.14552083333331
889,100,2,3,47.64973274,-122.32079809999999,2,1.0,1,60.0,1,1125,32,True,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,156.51427083333337
890,100,1,8,47.65171226,-122.33334779999998,1,3.0,4,150.0,2,1125,32,False,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,flexible,278.18656250000004
891,100,5,2,47.64101366,-122.3238347,2,1.0,1,50.0,1,1000,23,True,within an hour,False,Cascade,Townhouse,Private room,Real Bed,False,flexible,89.6204166666667
892,100,1,6,47.66917323,-122.4005834,6,2.5,3,175.0,3,365,45,True,within an hour,True,Ballard,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,315.51208333333335
893,100,7,2,47.62751597,-122.35082340000001,1,1.0,1,60.0,1,1120,34,False,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,False,moderate,123.86947916666666
894,100,1,3,47.54568857,-122.38879479999999,1,1.0,2,20.0,3,10,31,True,within an hour,True,West Seattle,House,Private room,Real Bed,False,strict_14_with_grace_period,87.52593750000001
895,100,3,4,47.5682223,-122.3862557,3,1.0,1,65.0,1,1125,23,True,within an hour,True,West Seattle,House,Entire home/apt,Real Bed,False,moderate,110.23770833333327
896,100,1,4,47.67178534,-122.28767749999999,1,1.5,2,115.0,4,365,49,False,within a day,True,Other neighborhoods,Bungalow,Entire home/apt,Real Bed,False,strict_14_with_grace_period,152.98437500000003
897,100,2,4,47.61998252,-122.3006419,2,1.0,2,30.0,2,7,20,True,within an hour,False,Central Area,Townhouse,Private room,Real Bed,False,moderate,89.72208333333343
898,100,1,4,47.6554117,-122.3443102,2,1.0,2,100.0,2,300,59,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,153.8154166666667
899,99,1276,4,47.60589515,-122.338981,1,1.0,1,99.0,2,1125,34,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,998.0730208333333
900,100,10,2,47.62953484,-122.32205520000001,2,1.0,1,75.0,2,1125,15,True,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,82.7895833333334
901,100,8,3,47.60665853,-122.3149982,2,1.0,1,55.0,3,1124,38,True,within a few hours,True,Central Area,Apartment,Entire home/apt,Real Bed,False,moderate,101.44822916666661
902,99,521,3,47.61037319,-122.3304055,2,1.0,1,89.0,2,1125,27,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,195.36791666666667
903,100,1,4,47.71575913,-122.3664973,2,1.0,1,30.0,2,1125,36,True,within a day,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,108.70781250000006
904,100,15,2,47.71991123,-122.3289512,1,1.0,1,0.0,1,29,19,False,within an hour,True,Northgate,Bungalow,Private room,Real Bed,True,moderate,72.64010416666657
905,100,1,2,47.60718469,-122.3055804,1,1.0,1,0.0,2,1125,26,True,within an hour,False,Central Area,House,Private room,Real Bed,False,moderate,79.66593749999998
906,100,3,8,47.61107952,-122.3122321,1,2.0,3,200.0,3,1125,41,False,within an hour,False,Central Area,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,293.4558333333333
907,100,1,5,47.6503071,-122.34621409999998,1,2.0,2,50.0,30,70,21,False,within a day,True,Other neighborhoods,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,168.1022916666667
908,56,2,1,47.61168778,-122.3157366,1,1.5,1,30.0,1,1125,23,False,within a day,True,Central Area,Townhouse,Private room,Real Bed,False,moderate,65.72656249999996
909,100,1,3,47.55127664,-122.29575349999999,2,1.0,0,50.0,2,28,27,True,within an hour,False,Beacon Hill,Guest suite,Entire home/apt,Real Bed,False,moderate,98.33916666666669
910,100,12,4,47.61273383,-122.33061399999998,2,1.0,1,50.0,1,30,21,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,144.64104166666664
911,100,31,8,47.63661927,-122.3704756,6,2.0,3,170.0,2,1125,33,True,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,305.6484375
912,100,2,3,47.65038256,-122.3892541,1,1.0,0,40.0,2,1125,22,True,within an hour,True,Magnolia,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,105.80708333333335
913,100,1,2,47.5407041,-122.38208929999999,1,1.0,1,50.0,1,30,35,True,within an hour,False,West Seattle,Guesthouse,Entire home/apt,Real Bed,False,moderate,92.1930208333333
914,99,81,7,47.6151658,-122.3477176,7,2.5,2,165.0,1,365,18,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,True,super_strict_30,260.2710416666667
915,100,2,2,47.56700879,-122.28110120000001,2,1.0,1,45.0,2,30,51,True,within an hour,True,Rainier Valley,Apartment,Entire home/apt,Real Bed,False,moderate,106.57083333333333
916,100,2,2,47.62147773,-122.3199308,1,1.0,1,10.0,1,14,22,True,within an hour,True,Capitol Hill,Apartment,Private room,Real Bed,False,strict_14_with_grace_period,87.67718749999996
917,100,1,4,47.65105633,-122.36637579999999,2,1.0,2,49.0,2,1125,44,True,within an hour,True,Queen Anne,House,Entire home/apt,Real Bed,False,flexible,132.6230208333334
918,100,1,8,47.67317295,-122.29992109999999,2,1.0,2,40.0,1,1125,27,True,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,87.82406250000004
919,100,3,5,47.66475754,-122.30439550000001,1,1.0,2,105.0,3,1125,26,False,within an hour,True,University District,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,153.41656250000008
920,100,1,3,47.57658172,-122.38867579999999,2,1.0,1,65.0,3,28,37,True,within an hour,True,West Seattle,Guesthouse,Entire home/apt,Real Bed,True,moderate,107.98583333333337
921,100,1,2,47.66365723,-122.30288279999999,1,1.0,1,0.0,2,6,14,True,within an hour,False,University District,House,Private room,Real Bed,True,flexible,57.52656249999999
922,100,15,4,47.61681416,-122.3237624,1,1.0,1,55.0,1,1125,41,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,137.59114583333334
923,100,2,1,47.66903669,-122.3107825,1,1.0,1,150.0,14,1125,14,False,within a day,False,University District,House,Private room,Real Bed,True,flexible,98.67187499999999
924,99,647,6,47.68141834,-122.39102609999999,1,1.0,2,90.0,1,1125,37,False,within an hour,False,Ballard,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,156.1265624999999
925,100,1,2,47.69422914,-122.27844170000002,1,1.0,1,75.0,2,180,33,True,within an hour,True,Lake City,Guesthouse,Entire home/apt,Real Bed,True,moderate,122.58427083333326
926,100,1,2,47.71535382,-122.35683799999998,1,1.0,1,0.0,2,14,29,False,within an hour,False,Other neighborhoods,Condominium,Private room,Real Bed,True,flexible,62.65343749999999
927,100,1,8,47.51702148,-122.2705425,2,2.5,4,115.0,2,30,55,False,within an hour,False,Rainier Valley,House,Entire home/apt,Real Bed,True,moderate,226.20416666666657
928,100,1,6,47.60645388,-122.3092725,4,1.0,1,50.0,1,21,28,True,within an hour,False,Central Area,Apartment,Entire home/apt,Real Bed,True,flexible,139.27947916666656
929,100,1,2,47.62798869,-122.3425156,1,1.0,1,0.0,3,1125,17,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,134.71145833333327
930,100,1,5,47.65560743,-122.332824,2,1.0,2,45.0,2,15,19,True,within an hour,False,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,moderate,125.67625000000002
931,100,1,1,47.54849465,-122.2746482,1,1.0,0,25.0,1,1125,14,False,within an hour,False,Rainier Valley,House,Private room,Real Bed,False,moderate,60.661145833333336
932,99,148,4,47.68648202,-122.33604240000001,1,2.0,3,153.0,2,28,33,False,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,266.47927083333354
933,100,2,2,47.67800808,-122.3911081,1,1.0,1,85.0,1,85,33,True,within an hour,True,Ballard,House,Private room,Real Bed,True,moderate,79.90875000000001
934,90,3,5,47.62242595,-122.29833909999998,4,1.0,2,160.0,7,1125,27,False,within an hour,False,Capitol Hill,Condominium,Entire home/apt,Real Bed,True,strict_14_with_grace_period,206.78666666666663
935,100,1,2,47.61893245,-122.30639120000001,2,1.0,1,50.0,3,12,52,False,within an hour,False,Capitol Hill,Loft,Entire home/apt,Real Bed,True,flexible,127.55708333333327
936,100,2,4,47.6803158,-122.3504179,3,1.0,2,125.0,2,1125,31,False,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,136.11583333333328
937,100,1,2,47.62166013,-122.3562821,1,1.0,1,0.0,3,10,15,False,within an hour,True,Queen Anne,Apartment,Entire home/apt,Real Bed,False,flexible,119.11302083333325
938,100,4,2,47.61899696,-122.3139759,1,1.0,0,125.0,7,1125,22,True,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,119.22802083333342
939,100,131,2,47.629230299999996,-122.3425633,1,1.0,1,75.0,2,1125,39,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,104.77718750000017
940,99,521,7,47.61993869,-122.3378611,6,2.0,3,159.0,2,1125,25,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,strict,351.90635416666663
941,100,3,6,47.6291034,-122.3447362,4,1.5,2,299.0,2,1000,40,True,within an hour,True,Queen Anne,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,261.1963541666666
942,100,1,3,47.60967575,-122.3058341,2,1.0,1,40.0,2,7,32,True,within an hour,False,Central Area,Guest suite,Entire home/apt,Real Bed,False,moderate,95.33677083333333
943,100,6,4,47.6409173,-122.3233215,2,1.0,2,115.0,3,1125,37,True,within an hour,True,Cascade,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,153.46916666666672
944,99,521,3,47.60881329,-122.3273471,2,1.0,0,89.0,2,1125,17,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,166.37395833333366
945,100,7,6,47.60371337,-122.31627859999999,11,1.0,2,125.0,2,28,39,True,within an hour,True,Central Area,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,264.8409374999999
946,0,2,3,47.61426653,-122.3499866,1,1.0,1,5.0,1,20,20,False,a few days or more,False,Downtown,Apartment,Private room,Real Bed,False,moderate,98.64229166666668
947,100,1,5,47.65492365,-122.3505328,1,1.0,2,0.0,2,1125,47,True,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,flexible,132.0148958333333
948,100,1,9,47.63327118,-122.3061616,8,3.5,5,150.0,2,30,30,True,within a few hours,True,Capitol Hill,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,518.1908333333336
949,100,2,3,47.56361066,-122.2890519,2,1.0,1,60.0,1,1125,40,True,within an hour,True,Rainier Valley,Guesthouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,114.3967708333333
950,100,2,3,47.6059527,-122.30375919999999,2,1.5,1,30.0,1,1125,26,True,within an hour,True,Central Area,Townhouse,Private room,Real Bed,True,flexible,81.08468749999996
951,100,3,4,47.6535871,-122.3505598,2,1.0,1,75.0,2,1125,34,True,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,flexible,119.35312500000002
952,100,1,8,47.62703601,-122.3373772,4,2.0,3,25.0,1,1125,10,False,within an hour,False,Cascade,Boat,Entire home/apt,Real Bed,False,strict_14_with_grace_period,220.10937500000017
953,100,2,1,47.70274164,-122.35320320000001,1,1.0,1,50.0,1,1125,33,True,within an hour,False,Other neighborhoods,House,Private room,Real Bed,False,strict_14_with_grace_period,51.8228125
954,100,1,4,47.66108944,-122.33712609999999,2,1.0,1,30.0,1,28,41,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,101.85750000000007
955,100,2,2,47.6736071,-122.39380290000001,1,1.0,1,20.0,2,21,25,True,within an hour,True,Ballard,Guest suite,Private room,Futon,True,moderate,64.88750000000005
956,100,1,6,47.53758124,-122.35648940000002,2,0.5,1,0.0,1,1125,27,False,within an hour,False,Delridge,House,Private room,Real Bed,True,flexible,80.56833333333334
957,100,9,6,47.61317623,-122.32908400000001,1,2.0,2,135.0,3,1125,23,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,202.3316666666667
958,100,1,6,47.67170596,-122.3652443,4,1.0,2,200.0,3,1125,36,False,within an hour,False,Ballard,House,Entire home/apt,Real Bed,True,flexible,197.26093750000007
959,100,1,4,47.67798473,-122.37161259999999,1,1.0,2,60.0,2,28,35,True,within an hour,False,Ballard,Guest suite,Entire home/apt,Real Bed,True,moderate,115.52072916666663
960,100,15,4,47.61775392,-122.3228805,1,1.0,1,55.0,1,1125,39,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,137.6214583333333
961,100,1,4,47.64194406,-122.3690869,2,1.0,1,40.0,2,1125,27,True,within an hour,True,Queen Anne,Guest suite,Entire home/apt,Real Bed,False,moderate,102.53802083333333
962,100,1,8,47.565436299999995,-122.3907565,2,2.5,3,150.0,2,30,52,True,within an hour,True,West Seattle,House,Entire home/apt,Real Bed,False,moderate,258.5376041666666
963,100,123,2,47.62552795,-122.329233,1,1.0,0,50.0,1,21,11,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,91.08770833333321
964,99,1596,4,47.61336085,-122.3318861,1,1.0,0,49.0,1,1125,43,False,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,164.92395833333364
965,100,1,2,47.67100324,-122.3597176,1,1.0,1,15.0,1,1125,20,True,within a few hours,True,Other neighborhoods,House,Private room,Real Bed,False,flexible,70.05833333333335
966,100,1,3,47.66539135,-122.36609879999999,2,1.0,1,35.0,3,60,34,True,within an hour,True,Ballard,Guesthouse,Entire home/apt,Real Bed,True,moderate,106.03218749999996
967,100,786,4,47.62467325,-122.3363449,1,2.0,2,230.0,30,1125,17,True,within an hour,True,Cascade,Apartment,Entire home/apt,Real Bed,False,strict,182.72614583333348
968,100,3,8,47.58780303,-122.3154813,6,3.5,3,120.0,2,1125,41,True,within an hour,True,Beacon Hill,Townhouse,Entire home/apt,Real Bed,False,strict_14_with_grace_period,277.3633333333331
969,100,3,1,47.70158904,-122.34066440000001,1,1.0,1,20.0,3,1125,13,False,within an hour,False,Northgate,House,Private room,Real Bed,True,strict_14_with_grace_period,59.18625000000001
970,100,57,1,47.65814304,-122.31786869999999,1,3.5,1,75.0,3,90,32,False,within a few hours,True,University District,House,Shared room,Real Bed,False,strict_14_with_grace_period,44.60281249999999
971,100,31,12,47.63489026,-122.36891100000001,10,2.0,4,260.0,2,1125,33,True,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,409.97812499999986
972,100,3,2,47.59582987,-122.308217,1,1.0,1,40.0,2,14,27,True,within an hour,True,Central Area,House,Private room,Real Bed,False,strict_14_with_grace_period,72.93010416666667
973,100,1,2,47.582924,-122.2915976,1,1.0,1,60.0,5,1125,18,True,within a few hours,False,Rainier Valley,Guesthouse,Entire home/apt,Real Bed,False,strict_14_with_grace_period,112.96416666666676
974,100,1,2,47.57984241,-122.308292,1,1.0,0,50.0,2,1125,35,True,within an hour,False,Beacon Hill,Guest suite,Entire home/apt,Real Bed,False,moderate,106.23697916666673
975,100,1,2,47.56525159,-122.4015124,1,1.0,0,0.0,2,29,61,True,within an hour,True,West Seattle,Guesthouse,Entire home/apt,Real Bed,True,moderate,106.62864583333338
976,98,8,4,47.62159334,-122.3249585,2,1.0,1,50.0,2,1125,20,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,flexible,137.80312499999988
977,100,1,3,47.66868085,-122.2891416,2,1.0,1,35.0,2,30,31,False,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,100.78156249999998
978,100,21,2,47.59862851,-122.3273447,1,1.0,1,14.0,1,90,34,False,within an hour,True,Downtown,Apartment,Private room,Real Bed,False,moderate,94.60510416666666
979,100,1,1,47.60929542,-122.3249385,1,1.0,1,25.0,1,14,35,True,within an hour,True,Downtown,Apartment,Private room,Real Bed,False,strict_14_with_grace_period,93.91291666666666
980,100,4,4,47.53871126,-122.35730420000002,2,1.5,2,30.0,6,300,20,False,within an hour,False,Delridge,House,Private room,Real Bed,True,flexible,77.6722916666667
981,100,35,3,47.61855523,-122.3068596,2,1.0,0,60.0,2,12,31,False,within an hour,False,Capitol Hill,Serviced apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,154.48947916666665
982,100,1,2,47.64829218,-122.38847340000002,1,1.0,1,15.0,1,1125,20,False,within an hour,False,Magnolia,Townhouse,Private room,Real Bed,False,moderate,77.40927083333335
983,90,1,5,47.5689677,-122.3568449,2,1.0,2,60.0,1,30,37,False,within an hour,False,Delridge,Guest suite,Entire home/apt,Real Bed,False,flexible,111.14947916666674
984,75,1,4,47.65578638,-122.3285744,2,1.0,1,55.0,2,30,37,True,within an hour,False,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,115.9442708333333
985,100,1,4,47.61553436,-122.2830025,2,1.0,1,69.0,2,14,42,True,within an hour,True,Central Area,Apartment,Entire home/apt,Real Bed,False,moderate,124.21052083333325
986,100,1,8,47.54389066,-122.37425139999999,1,3.5,3,150.0,2,1125,40,True,within an hour,True,Delridge,Townhouse,Entire home/apt,Real Bed,True,flexible,223.9428124999999
987,100,1,6,47.68438657,-122.36086979999999,4,1.0,3,99.0,2,365,32,True,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,moderate,205.16114583333336
988,100,3,4,47.61281568,-122.32870520000002,2,1.0,1,80.0,2,1125,33,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,134.411875
989,100,1,4,47.67257211,-122.31948729999999,4,2.0,4,75.0,2,1125,25,False,within a few hours,True,University District,House,Entire home/apt,Real Bed,False,flexible,207.54208333333344
990,100,2,2,47.68058416,-122.306261,2,1.0,1,0.0,1,1125,36,False,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,True,moderate,103.9211458333334
991,100,1,2,47.62834014,-122.34888159999998,1,1.5,1,20.0,2,7,18,False,within an hour,False,Queen Anne,House,Private room,Real Bed,True,strict_14_with_grace_period,63.72541666666668
992,100,3,4,47.59819276,-122.29681049999999,4,2.0,2,40.0,1,1125,26,False,within an hour,True,Central Area,Bungalow,Entire home/apt,Real Bed,True,moderate,147.40729166666668
993,100,6,8,47.63394912,-122.34969109999999,8,3.0,4,200.0,2,1125,19,False,within an hour,False,Queen Anne,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,393.00124999999963
994,100,9,4,47.61143729,-122.32876670000002,1,1.0,1,135.0,30,1125,25,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,143.61354166666672
995,100,9,4,47.605696,-122.3201061,2,1.0,0,50.0,1,1125,31,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,132.95739583333332
996,99,231,4,47.65456862,-122.3460426,1,2.0,2,0.0,1,1125,43,False,within a few hours,False,Other neighborhoods,Serviced apartment,Entire home/apt,Real Bed,True,moderate,187.11687499999996
997,100,1,4,47.66810593,-122.3679618,1,1.0,1,50.0,2,1125,39,True,within an hour,True,Ballard,Apartment,Entire home/apt,Real Bed,False,flexible,114.98239583333336
998,99,14,2,47.61421068,-122.3125835,1,1.0,0,75.0,1,1125,35,False,within an hour,False,Central Area,Serviced apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,100.58572916666671
999,100,2,4,47.59164401,-122.39118559999999,1,1.0,2,90.0,2,1125,32,False,within an hour,False,West Seattle,House,Entire home/apt,Real Bed,False,moderate,136.04822916666672
1000,100,1,2,47.52263385,-122.357381,1,1.0,1,45.0,1,7,20,False,within an hour,False,Delridge,Guest suite,Entire home/apt,Real Bed,False,moderate,57.62885416666661
1001,100,1,4,47.58039954,-122.3965453,1,1.0,1,15.0,1,90,31,True,within an hour,False,West Seattle,Guest suite,Entire home/apt,Real Bed,True,flexible,98.23968750000007
1002,99,521,3,47.61649361,-122.33376940000001,2,1.0,1,89.0,2,1125,28,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,267.43260416666584
1003,100,1,5,47.64215181,-122.3695928,2,1.0,2,85.0,1,20,49,True,within an hour,True,Queen Anne,Apartment,Entire home/apt,Real Bed,False,moderate,151.54843750000006
1004,100,2,8,47.65665819,-122.32031380000001,4,2.5,3,125.0,1,28,71,True,within an hour,True,University District,Townhouse,Entire home/apt,Real Bed,True,moderate,246.64562500000008
